"stop_id","stop_name","stop_desc"
"1493","Butler Plaza Transfer Station","Westbound SW 30th Place @ Farside SW 42nd Street"
"1349","Hilton Garden Inn","Eastbound SW 33rd PL @ Farside SW 42nd ST"
"1548","Sam's Club","Eastbound SW 33rd PL @ Nearside SW 37th Blvd"
"1491","Lowe's @ Butler Plaza Eastbound","Eastbound Windmeadows Blvd @ Farside SW 62nd Blvd"
"1306","Publix at Butler Plaza","Southbound SW 35th Blvd @ Farside Windmeadows Blvd"
"1592","Pizza Hut Archer Rd Eastbound","Eastbound SW Archer Rd @ Farside SW 35th Blvd"
"34","Radio Shack @ Archer Road","Eastbound Archer RD @ Farside SW 34th ST"
"35","Silver Creek Apartments","Eastbound Archer RD @ Farside SW 34th ST"
"36","Capstone Quarters Apartments","Eastbound Archer RD @ Farside Surge Area DR"
"37","Brandywine Apartments","Eastbound Archer RD @ Farside Surge Area DR"
"38","University Commons","Eastbound Archer RD @ Nearside SW 23rd TER"
"39","The Bartram Apartments","Eastbound Archer RD @ Farside SW 23rd DR"
"40","Shands Care Helicopter Pad","Eastbound Archer RD @ Nearside Gale Lemerand DR"
"1199","VA Hospital @ Archer Rd","Eastbound Archer RD @ Farside Center DR"
"118","Shands Cancer Hospital","Eastbound SW Archer Rd Farside SW 16th St"
"360","Norman Field","Northbound SW 13th ST @ Farside SW 8th AVE"
"361","Norman Hall","Northbound SW 13th ST @ Nearside SW 5th AVE"
"362","Social 28 Apartments","Northbound SW 13th ST @ Nearside SW 3rd AVE"
"1159","Phi Kappa Tau","Eastbound SW 2nd AVE @ Farside SW 13th ST"
"52","Eastbound SW 2nd Avenue @ SW 10th Street","Eastbound SW 2nd AVE @ Nearside SW 10th ST"
"53","Innovation Square East","Eastbound SW 2nd AVE @ Farside SW 7th TER"
"55","Second Avenue Center Apartments","Eastbound SW 2nd AVE @ Farside SW 6th ST"
"56","Eastbound SW 2nd Ave @ SW 2nd St","Eastbound SW 2nd AVE @ Nearside SW 2nd ST"
"1290","Alachua County Courthouse","Eastbound SW 2nd AVE @ Nearside S Main ST"
"57","Hippodrome Theatre","Eastbound SE 2nd AVE @ Nearside SE 1st ST"
"1216","Arlington Square Apartments","Southbound SE 3rd ST @ Nearside SE 2nd PL"
"1","Rosa Parks RTS Downtown Station","Northbound SE 3rd ST @ Nearside SE 3rd ST"
"1206","Arlington Square Apartments","Northbound SE 3rd ST @ Nearside SE 2nd PL"
"2","Hampton Inn Hotel","Westbound SE 2nd AVE @ Nearside SE 1st ST"
"3","Westbound SW 2nd Avenue @ SW 2nd Street","Westbound SW 2nd AVE @ Nearside SW 2nd ST"
"4","The Continuum","Westbound SW 2nd AVE @ Nearside SW 6th ST"
"6","720 SW 2nd Ave","Westbound SW 2nd AVE @ Nearside SW 8th ST"
"7","Innovation Square West","Westbound SW 2nd AVE @ Nearside SW 10th ST"
"1323","College Manor Apartments","Westbound SW 2nd AVE @ Nearside SW 13th ST"
"442","Southbound SW 13th Street @ Inner Road","Southbound SW 13th ST @ Nearside Inner RD"
"443","Southbound SW 13th Street @ Museum Road","Southbound SW 13th ST @ Nearside Museum RD"
"444","University Housing Office","Southbound SW 13th ST @ Nearside Diamond RD"
"446","UF Health Archer Road","Westbound Archer RD @ Farside SW 16th ST"
"18","Shands Hospital @ Davis Cancer Pavilion","Westbound Archer RD @ Nearside Gale Lemerand DR"
"20","Mt Vernon Apartments","Westbound Archer RD @ Nearside SW 23rd DR"
"22","Country Village","Westbound Archer RD @ Farside SW 23rd TER"
"23","UF Surge Area Drive","Westbound Archer RD @ Nearside Surge Area DR"
"24","Tropic Carwash","Westbound Archer RD @ Farside Surge Area DR"
"25","Westbound Archer Road @ SW 34th Street","Westbound Archer RD @ Nearside SW 34th ST"
"26","Whole Foods @ Butler Town Center","Westbound Archer RD @ Farside SW 34th ST"
"27","Chili's Grill and Bar @ Butler Plaza","Westbound Archer RD @ Nearside SW 35th BLVD"
"28","Bonefish Grill Seafood Restaurant @ Butler Plaza","Westbound SW 35th BLVD @ Farside Archer RD"
"1492","Butler Plaza","Westbound Windmeadows Blvd @ Nearside SW 62nd Blvd"
"1547","Sam's Club","Westbound SW 33rd PL @ Farside SW 37th Blvd"
"1549","Hilton Garden Inn","Westbound SW 33rd PL @ Nearside SW 42nd ST"
"1234","NE Walmart Supercenter","Eastbound NE 12th AVE @ Farside Waldo RD"
"568","Mount Zion Church of God","Southbound NE 19th ST @ Nearside NE 8th AVE"
"1261","Gardenia Garden Apartments","Westbound NE 8th AVE @ Farside NE 17th DR"
"1500","NE 15th St @ NE 7th Ave","Southbound NE 15th St @ Nearside NE 7th Ave"
"1440","Mt. Olive Primitive Baptist Church","Southbound NE 15th ST @ Farside NE 5th PL"
"1498","NE 15th St @ NE 3rd Ave Farside","Southbound NE 15th St @ Farside NE 3rd Ave"
"350","Fast Eddie's Restaurant","Southbound SE 15th ST @ Farside SE 2nd AVE"
"97","Veteran's Honor Center","Eastbound SE 3rd AVE @ Nearside SE 17th ST"
"98","SE Hawthorne Rd @ SE 18th St Eastbound","Eastbound Hawthorne RD @ Farside SE 21st ST"
"99","SE Hawthorne Rd @ SE 21 St Eastbound","Eastbound Hawthorne RD @ Nearside SE 21st ST"
"100","GTEC","Eastbound Hawthorne RD @ Nearside SE 24th ST"
"122","Lincoln Estates","Southbound SE 19th TER @ Farside SE 8th AVE"
"124","Lincoln Estates Neighborhood","Southbound SE 19th TER @ Nearside SE 10th PL"
"1364","Southbound SE 19th TER @ SE 12th AVE","Southbound SE 19th TER @ Nearside SE 12th AVE"
"125","Westbound SE 12th Avenue @ SE 18th Terrace","Westbound SE 12th AVE @ Nearside SE 18th TER"
"127","Lincoln Estates Neighborhood","Westbound SE 12th AVE @ Nearside SE 15th ST"
"128","Southbound SE 15th Street @ SE 14th Avenue","Southbound SE 15th ST @ Nearside SE 14th AVE"
"129","McPherson Recreational Center","Southbound SE 15th ST @ Nearside SE 22nd AVE"
"131","Westbound SE 22nd Avenue @ SE 13th Street","Westbound SE 22nd AVE @ Nearside SE 13th ST"
"132","Westbound SE 22nd Avenue @ SE 12th Street","Westbound SE 22nd AVE @ Farside SE 12th ST"
"133","Gainesville Housing Authority","Northbound SE 4th ST @ Farside SE 19th PL"
"357","SE 7th Avenue @ SE 10th Terrace","Westbound SE 7th AVE @ Farside SE 10th TER"
"358","The Cotton Club","Westbound SE 7th AVE @ Nearside SE 9th ST"
"359","Westbound SE 7th Avenue @ SE 8th Street","Westbound SE 7th AVE @ Farside SE 8th ST"
"291","Eastbound SE 7th Avenue @ SE 8th Street","Eastbound SE 7th AVE @ Nearside SE 8th ST"
"292","The Cotton Club","Eastbound SE 7th AVE @ Nearside SE 9th ST"
"293","Mt Moriah Baptist Church","Eastbound SE 7th AVE @ Nearside SE 10th TER"
"64","Sugarhill Neighborhood @ SE 4th Street","Southbound SE 4th ST @ Nearside SE 19th PL"
"66","Eastbound SE 22nd Avenue @ SE 12th Street","Eastbound SE 22nd AVE @ Nearside SE 12th ST"
"67","Eastbound SE 22nd Avenue @ SE 13th Street","Eastbound SE 22nd AVE @ Nearside SE 13th ST"
"69","Showers of Blessing","Southbound SE 15th ST @ Farside SE 25th AVE"
"72","Boulware Springs Nature Park","Southbound SE 15th ST @ Farside SE 35th AVE"
"75","Robinson Heights","Southbound SE 15th ST @ Nearside SE 41st AVE"
"76","Prairie View Elementary School","Northbound SE 15th ST @ Nearside SE 35th AVE"
"79","Showers of Blessings Harvest Center","Northbound SE 15th ST @ Nearside SE 25th AVE"
"82","McPherson Recreational Center","Northbound SE 15th ST @ Farside SE 22nd AVE"
"84","Northbound SE 15th Street @ SE 13th Place","Northbound SE 15th ST @ Farside SE 13th PL"
"85","Lincoln Estate Neighborhood","Eastbound SE 12th AVE @ Farside SE 15th ST"
"87","Lincoln Estate Neighborhood","Eastbound SE 12th AVE @ Farside SE 17th TER"
"89","Lincoln Estate Neighborhood","Eastbound SE 12th AVE @ Nearside SE 19th TER"
"90","Lincoln Estate Neighborhood","Northbound SE 19th TER @ Nearside SE 10th PL"
"92","Lincoln Estates","Northbound SE 19th TER @ Nearside SE 8th AVE"
"1496","Save A LOT Food Store","Westbound SE Hawthorne Rd @ Farside SE 24th St"
"109","Phase III Supply","Westbound Hawthorne RD @ Nearside SE 21st ST"
"1497","Alachua School Bus Parking Lot","Westbound SE Hawthorne Rd @ Farside SE 20th St"
"110","Veteran's Honor Center","Westbound SE 3rd AVE @ Farside SE 17th ST"
"300","Fast Eddie's Restaurant","Northbound SE 15th ST @ Nearside SE 1st AVE"
"1499","NE 15th St @ NE 3rd Ave Nearside","Northbound NE 15th St @ Nearside NE 3rd Ave"
"1439","Cohens Temple","Northbound NE 15th ST @ Nearside NE 5th PL"
"1501","NE 15th St @ NE 8th Ave","Northbound NE 15th St @ Nearside NE 8th Ave"
"564","MLK Center","Northbound Waldo RD @ Farside NE 8th AVE"
"101","SE 24th Street - Dollar General Store","Northbound SE 24th ST @ Farside Hawthorne RD"
"102","Health Department","Northbound SE 24th ST @ Nearside SE 2nd AVE"
"103","Northbound SE 24th Street @ E University Avenue","Northbound SE 24th ST @ Nearside E University AVE"
"345","Harper's Pointe","Westbound E University AVE @Nearside 22nd ST"
"346","Westbound E University Avenue @ SE 21st Street","Westbound E University AVE @ Nearside SE 21st ST"
"347","SE 18th St @ E University Avenue","Westbound E University AVE @ Nearside SE 18th ST"
"1462","NE 18 ST @ NE 3 AVE","Northbound NE 18 ST @ Nearside NE 3 AVE"
"1464","NE 18th St","Northbound NE 18th ST @ Farside NE 5th Ave"
"1466","NE 18th St @ NE 8th Ave","Northbound NE 18th ST @ Nearside NE 8th Ave"
"619","Bartley Temple United Methodist Church","Northbound NE 19th ST @ Farside NE 8th AVE"
"1235","NE Walmart Supercenter","Westbound NE 12th AVE @ Nearside Waldo RD"
"898","Rose Food Store","Westbound NE 16th AVE @ Nearside NE 16th WAY"
"899","Michelle Garden Apartments","Westbound NE 16th AVE @ Nearside NE 15th ST"
"900","Auto Audio","Westbound NE 16th AVE @ Nearside NE 12th ST"
"902","Department of Children and Families","Westbound NE 16th AVE @ Nearside NE 9th ST"
"1453","St. Patrick Catholic Church","Westbound NE 16th AVE @ Nearside NE 2 ST"
"761","Sandwich Inn @ NE 16th Ave","Westbound NE 16th AVE @ Nearside NE 2nd ST"
"762","Midas @ N Main Street","Southbound N Main ST @ Farside NE 16th AVE"
"1468","N Main Post Office","Westbound NW 14th Ave @ Farside Main Street"
"1543","NW 2nd St @ NW 16th Ave Northbound","Northbound NW 2nd St @ Nearside NW 16th Ave"
"1454","Northeast Park","Eastbound NE 16th AVE @ Farside NE 2 ST"
"865","Department of Children and Families","Eastbound NE 16th AVE @ Farside NE 9th ST"
"867","Auto Audio","Eastbound NE 16th AVE @ Nearside NE 12th ST"
"868","Michelle Garden Apartments","Eastbound NE 16th AVE @ Nearside NE 15th ST"
"869","Fair View Apartments","Eastbound NE 16th AVE @ Nearside NE 16th TER"
"1467","NE 18th St @ NE 8th Ave","Southbound NE 18th ST @ Nearside NE 8th Ave"
"1465","NE 18th St","Southbound NE 18th ST @ Farside NE 5th Ave"
"1463","NE 18 ST @ NE 3 AVE","Southbound NE 18 ST @ Farside NE 3 AVE"
"303","Alachua County School Board Administration Annex","Eastbound E University AVE @ Farside SE 18th ST"
"304","Eastbound University Avenue @ SE 21st Street","Eastbound E University AVE @ Nearside SE 21st ST"
"306","Eastbound University Avenue @ SE 24th Street","Eastbound E University AVE @ Nearside SE 24th ST"
"1553","Health Department","Southbound SE 24th ST @ Farside SE 2nd AVE"
"108","SE 24th Street at Hawthorne Road","Southbound SE 24th ST @ Nearside Hawthorne RD"
"175","Oaks Mall SW 62nd Blvd","Northbound NW 62nd ST @ Nearside Newberry RD"
"176","Panera Bread @ Newberry Road","Eastbound Newberry RD @ Farside NW 62nd ST"
"177","Durant Estate","Eastbound Newberry RD @ Farside NW 57th ST"
"179","Eastbound W Newberry Rd @ NW 53rd Terrace","Eastbound Newberry RD @ Nearside NW 53rd TER"
"181","Millpond Apartments","Eastbound Newberry RD @ Farside NW 50th BLVD"
"182","Gainesville Health & Fitness","Eastbound Newberry RD @ Nearside NW 48th BLVD"
"184","Alarion Bank","Eastbound Newberry RD @ Nearside NW 43rd ST"
"185","Urgent Care Center","Eastbound Newberry RD @ Farside NW 43rd ST"
"186","Life South Blood Center","Eastbound Newberry RD @ Nearside NW 39th ST"
"187","Florida Citizens Bank","Eastbound Newberry RD @ Nearside NW 39th RD"
"188","Regal Royal Park Stadium 16","Eastbound Newberry RD @ Farside SW 38th ST"
"189","SW 2nd AVE and SW 36th TER - CIL","Eastbound SW 2nd AVE @ Nearside SW 36th ST"
"190","Hawaiian Village","Eastbound SW 2nd AVE @ Nearside SW 34th ST"
"191","Westgate Plaza","Eastbound SW 2nd AVE @ Farside SW 34th ST"
"192","UF Golf Course","Eastbound SW 2nd AVE @ Farside SW 30th ST"
"194","Eastbound SW 2nd Avenue @ SW 26th Street","Eastbound SW 2nd AVE @ Nearside SW 26th ST"
"195","University of Florida Law School","Eastbound SW 2nd AVE @ Farside SW 23rd ST"
"196","Pressly Stadium","Eastbound SW 2nd AVE @ Farside Woodlawn DR"
"197","Ben Hill Griffin Stadium","Eastbound W University AVE @ Farside Gale Lemeran*"
"198","St. Augustine Catholic Church","Eastbound W University AVE @ Nearside Fletcher DR"
"199","Keene Flint Hall","Eastbound W University AVE @ Farside Buckman DR"
"200","Anderson Hall","Eastbound W University AVE @ Nearside NW 15th ST"
"201","Leonardo's Pizza By The Slice","Eastbound W University AVE @ Farside SW 13th ST"
"203","University of Florida Human Resources","Eastbound W University AVE @ Nearside W 8th ST"
"204","Innovation Square North","Eastbound W University AVE @ Nearside SW 7th ST"
"205","The Continuum","Eastbound W University AVE @ Farside W 6th ST"
"206","AT&T Building","Eastbound W University AVE @ Nearside W 3rd ST"
"207","Alachua County Office of the State Attorney","Eastbound W University AVE @ Nearside SW 1st ST"
"208","Bo Diddley Community Plaza","Eastbound E University AVE @ Nearside E 3st ST"
"139","City Hall","Westbound E University AVE @ Nearside NE 1st ST"
"140","Alachua County Office of the State Attorney","Westbound W University AVE @ Nearside NW 2nd ST"
"142","Seagle Building","Westbound W University AVE @ Farside W 3rd ST"
"143","Santa Fe College Charles L. Blount Center","Westbound W University AVE @ Nearside NW 6th ST"
"144","Leonardo's 706","Westbound W University AVE @ Nearside NW 8th ST"
"145","Westbound W University Ave @ NW 10th St","Westbound W University AVE @ Nearside NW 10th ST"
"146","Holiday Inn @ W University Avenue","Westbound W University AVE @ Nearside SW 13th ST"
"147","Target Copy @ W University Avenue","Westbound W University AVE @ Nearside SW 14th ST"
"148","Smathers Library","Westbound W University AVE @ Nearside NW 16th ST"
"149","Swamp Restaurant","Westbound W University AVE @ Nearside NW 17th ST"
"150","University Lutheran Church","Westbound W University AVE @ Nearside NW 19th ST"
"1475","President's Park","Westbound SW 2nd Ave @ Nearside SW 23rd St"
"932","UF Law School","Westbound SW 2nd AVE @ Nearside SW 26th ST"
"934","Campus Church of Christ","Westbound SW 2nd AVE @ Farside SW 26th ST"
"935","Westbound SW 2nd Avenue @ SW 30th Street","Westbound SW 2nd AVE @ Nearside SW 30th ST"
"936","Westgate Plaza","Westbound SW 2nd AVE @ Nearside SW 34th ST"
"1474","Renaissance Jewelers","Westbound SW 2nd Ave @ Farrside SW 34th St"
"1473","Fire Station","Westbound SW 2nd Ave @ Farside SW 36th St"
"161","Plaza Royale","Westbound Newberry RD @ Farside NW 36th DR"
"162","Tire Kingdom @ Newberry Road","Westbound Newberry RD @ Farside NW 39th RD"
"163","Allstate Insurance @ Newberry Road","Westbound Newberry RD @ Nearside NW 39th ST"
"164","Millennium Center","Westbound Newberry RD @ Nearside NW 43rd ST"
"165","Orthopedic Institute","Westbound Newberry RD @ Farside NW 43rd ST"
"166","Gainesville Health & Fitness","Westbound Newberry RD @ Nearside NW 48th BLVD"
"167","SunTrust Bank @ Newberry Road","Westbound Newberry RD @ Farside NW 51st ST"
"168","Capital City Bank @ Newberry Road","Westbound Newberry RD @ Nearside N 8th AVE"
"1594","AT&T Store @ NW 4th Place","NW 4th Pl Nearside NW 62nd Street"
"1361","Gainesville Rock Gym","Northbound S Main ST @ Farside SW Depot Ave"
"209","Alachua County Courthouse","Northbound S Main ST @ Nearside SW 2nd AVE"
"1505","Planned Furnishings","Northbound SW 6th ST @ Nearside University Avenue"
"1585","NW 6th St @ NW 3rd Ave","Northbound NW 6th St @ NW 3rd Ave"
"270","Santa Fe College Charles L. Blount Center","Northbound NW 6th ST @ Nearside NW 5th AVE"
"215","Williams Fellowship Hall","Northbound NW 6th ST @ Nearside NW 7th AVE"
"216","Gainesville Police Department","Northbound NW 6th ST @ Nearside NW 8th AVE"
"217","Big Ron's Yoga","Northbound NW 6th ST @ Nearside NW 10th AVE"
"218","Bailey Village Assisted Living","Northbound NW 6th ST @ Farside NW 13th ST"
"220","Medical Marihuana Treatment Center","Northbound NW 6th ST @ Nearside NW 16th AVE"
"221","Sixth Street Plaza","Northbound NW 6th ST @ Nearside NW 19th AVE"
"222","Hand & Hand Day Care","Northbound NW 6th ST @ Farside NW 19th LN"
"223","NW 6th St NW 23rd Ave","Northbound NW 6th ST @ Nearside NW 22nd AVE"
"735","Rena's Ballroom","Westbound NW 23rd AVE @ Farside NW 6th ST"
"736","Wesley United Methodist Church","Westbound NW 23rd AVE @ Nearside NW 10th ST"
"737","NW 23rd Avenue @ NW 12th St","Westbound NW 23rd AVE @ Farside NW 12th ST"
"254","Big Lot on NW 13th Street","Northbound NW 13th ST @ Farside NW 23rd AVE"
"255","NW 13th Street","Northbound NW 13th ST @ Farside NW 26th PL"
"256","Mount Pleasant Cemetary","Northbound NW 13th ST @ Farside NW 29th RD"
"258","Johnson & Fletcher Insurance","Northbound NW 13th ST @ Nearside NW 33rd AVE"
"259","ALDI Food Market","Northbound NW 13th ST @ Nearside NW 39th AVE"
"260","Auto Zone @ NW 13th Street","Northbound NW 13th ST @ Farside NW 39th AVE"
"261","Sunshine Inn","Northbound NW 13th ST @ Nearside NW 42nd AVE"
"262","Westgate Mobile Manor Park","Northbound NW 13th ST @ Nearside NW 45th AVE"
"1593","Social Security NB NW 13th St","Northbound NW 13th St @ Farside 45th Ave"
"1478","Great Lakes Carpet @ NW 53rd Avenue","Westbound NW 53rd AVE @ Nearside NW 19th ST"
"1479","Sorrento New Home Community","Westbound NW 53rd AVE @ Nearside NW 55th AVE"
"1168","Northwood Oaks Neighborhood","Northbound NW 34th ST @ Farside NW 54th AVE"
"1169","Northwood Pines Neighborhood","Northbound NW 34th ST @ Nearside NW 25th TER"
"1170","Pine Ridge Apartments","Northbound NW 34th ST @ Nearside NW 23rd TER"
"1455","North Walmart Supercenter","Northbound NW 23rd ST @ Nearside NW 62nd AVE"
"402","ABC Liquor Store @ NW 34th Street","Southbound NW 34th ST @ Nearside NW 58th AVE"
"403","Kangaroo Gas @ NW 34th Street","Southbound NW 34th ST @ Nearside NW 23rd TER"
"412","Northwood Pines Neighborhood","Southbound NW 34th ST @ Nearside NW 23rd TER"
"413","Northwood Oaks Neighborhood","Southbound NW 34th ST @ Nearside NW 54th AVE"
"397","Eastbound NW 53rd Avenue @ NW 24th Boulevard","Eastbound NW 53rd AVE @ Farside NW 24th BLVD"
"398","Sorrento New Home Community","Eastbound NW 53rd AVE @ Farside NW 21st DR"
"399","The Home Depot @ NW 53rd Avenue","Eastbound NW 53rd AVE @ Nearside NW 13th ST"
"1551","Social Security Administration","Southbound NW 13th ST @ Nearside NW 45th AVE"
"236","Early Learning Coalition","Southbound NW 13th ST @ Farside NW 44th AVE"
"237","Sandy's Boutique","Southbound NW 13th ST @ Farside NW 42nd AVE"
"238","CVS @ NW 13th Street","Southbound NW 13th ST @ Farside NW 41st AVE"
"239","Publix @ NW 39th Avenue","Southbound NW 13th ST @ Farside NW 39th AVE"
"240","Tires Plus @ NW 13th Street","Southbound NW 13th ST @ Nearside NW 33rd AVE"
"241","Grace Presbyterian Church","Southbound NW 13th ST @ Nearside NW 31st AVE"
"242","McDonald's @ NW 13th Street","Southbound NW 13th ST @ Nearside NW 29th AVE"
"243","Verizon Shop","Southbound NW 13th ST @ Nearside NW 26th PL"
"1221","Eastbound NW 23rd Avenue @ NW 13th Street","Eastbound NW 23rd AVE @ Farside NW 13th ST"
"1222","Hearing Aid Gainesville","Eastbound NW 23rd TER @ Nearside NW 10th ST"
"1223","Forest Meadows Funeral Home","Eastbound NW 23rd TER @ Nearside NW 6th ST"
"275","NW 6th St NW 23rd Ave","Southbound NW 6th ST @ Farside NW 21st AVE"
"276","NW 6th ST at NW 19th LN (Hand N' Hand Childcare)","Southbound NW 6th ST @ Nearside NW 19th LN"
"277","Acupuncture Center","Southbound NW 6th ST @ Farside NW 19th AVE"
"278","Atlantic Design","Southbound NW 6th ST @ Farside NW 16th AVE"
"279","Granny D's","Southbound NW 6th ST @ Nearside NW 13th AVE"
"280","American Auto Insurance","Southbound NW 6th ST @ Nearside NW 10th AVE"
"281","Jon Uman Attorney","Southbound NW 6th ST @ Nearside NW 8th PL"
"282","Greater Bethel African Methodist Episcopal Church","Southbound NW 6th ST @ Farside NW 6th AVE"
"1504","PPG Paints Store","Southbound NW 6th ST @ Nearside University Avenue"
"288","Alachua County Courthouse","Southbound S Main ST @ Farside SE 2nd PL"
"294","Tools for Schools","Eastbound SE 11th ST @ Farside SE 7th AVE"
"295","Williams Elementary School","Eastbound SE 7th AVE @ Farside SE 12th TER"
"297","Eastbound SE 7th Avenue @ SE 15th Street","Eastbound SE 7th AVE @ Nearside SE 15th ST"
"96","Northbound SE 15th Street @ SE 3rd Avenue","Northbound SE 15th ST @ Nearside SE 3rd Ave"
"301","Eastbound University Avenue @ SE 15th Street","Eastbound E University AVE @ Farside SE 15th ST"
"107","Health Department","Southbound Alachua County Health Department @ Far*"
"307","Southeast Gator Liquor @ Hawthorne Road","Eastbound Hawthorne RD @ Farside SE 24th ST"
"308","Eastbound Hawthorne Road @ SE 26th Street","Eastbound Hawthorne RD @ Nearside SE 26th ST"
"309","Alachua County Sheriff's Office","Eastbound Hawthorne RD @ Nearside SE 27th ST"
"311","Southbound SE 27th Street @ SE 15th Avenue","Southbound SE 27th ST @ Farside SE 15th AVE"
"312","Durelle Heights Neighborhood","Southbound SE 27th ST @ Farside SE 18th AVE"
"313","Lana's Place","Eastbound SE 21st AVE @ Nearside SE 28 DR"
"314","Faith Missionary Church","Eastbound SE 21st AVE @ Nearside SE 30th Dr"
"315","Eastbound SE 21st Avenue @ SE 32nd Terrace","Eastbound SE 21st AVE @ Nearside SE 32 TER"
"316","SE 35th St @ SE 21st Avenue","Eastbound SE 21st AVE @ Farside SE 35th ST"
"317","Northbound SE 35th Street @ SE 20th Avenue","Northbound SE 35th ST @ Nearside SE 18th AVE"
"319","Northbound SE 35th Street @ SE 16th Avenue","Northbound SE 35th ST @ Farside SE 16th AVE"
"320","Kangaroo @ SE 35th Street","Northbound SE 35th ST @ Nearside Hawthorne RD"
"322","E Hawthorne Road @ SE 39th Terrace","Eastbound Hawthorne RD @ Farside SE 39th TER"
"323","Chevron Food Mart @ SE 43rd Street","Northbound SE 43rd ST @ Farside Hawthorne RD"
"324","Eastside High School","Northbound SE 43rd ST @ Farside SE 13th AVE"
"325","The Glades","Northbound SE 43rd ST @ Nearside SE 10th PL"
"326","Eastwood Meadows","Northbound SE 44th ST @ Farside SE 10th PL"
"327","The Verdant Cove","Southbound SE 43rd ST @ Nearside SE 10th PL"
"329","Chevron Food Mart @ SE 43rd Street","Southbound SE 43rd ST @ Nearside Hawthorne RD"
"330","Westbound Hawthorne Road @ SE 39th Street","Westbound Hawthorne RD @ Nearside SE 39th TER"
"331","Eastside Food Store","Southbound SE 35th ST @ Farside Hawthorne RD"
