"stop_id","stop_name","stop_desc"
"938","Maguire Village @ SW 34th Street","Southbound SW 34th ST @ Nearside Radio RD"
"942","34th Street Plaza","Southbound SW 34th ST @ Farside SW 20th AVE"
"943","Kelly's Kwik Stop","Southbound SW 34th ST @ Farside SW 24th AVE"
"945","Ridgemar Commons","Eastbound SW 35th PL @ Farside SW 32nd TER"
"946","Victoria Station Apartments","Eastbound SW 35th PL @ Farside SW 32nd TER"
"947","Gainesville Place Apartments @ SW 35th Place","Eastbound SW 35th PL @ Farside SW 28th TER"
"1140","Southbound SW 27th Street @ SW 35th Place","Southbound SW 27th ST @ Farside SW 35th PL"
"949","Lexington Crossing Apartments","Southbound SW 27th ST @ Farside SW 35th PL"
"950","Lexington Crossing Apartments","Southbound SW 27 PL @ Nearside SW 38th PL"
"1137","Savannah Place Apartments","Westbound SW 35th PL @ Farside SW 23rd TER"
"1138","Arbor Apartments","Westbound SW 35th PL @ Farside SW 23rd TER"
"1139","Casablanca Apartments","Westbound SW 35th PL @ Nearside SW 27th ST"
"1213","Lexington Crossing Apartments","Southbound SW 27th ST @ Nearside SW 40th PL"
"1542","The Polos Southwest Entrance","Eastbound SW 40th Pl. @ Nearside SW 25th Ter"
"967","Hunters Run Apartments","Westbound Williston RD @ Farside SW 25th TER"
"968","Campus Lodge Apartments","Westbound Williston RD @ Nearside SW 29Th Dr"
"969","Nationwide Insurance @ Williston Road","Westbound Williston RD @ Farside SW 29Th Dr"
"970","Williston Plaza","Northbound SW 34th ST @ Farside Williston RD"
"971","US Post Office @ SW 34th Street","Northbound SW 34th ST @ Nearside SW 47th AVE"
"972","Laurels Apartments","Northbound SW 34th ST @ Farside SW 47th AVE"
"974","Dollar General","Northbound SW 34th ST @ Farside SW 42 PL"
"642","University Terrace Condominiums","Northbound SW 34th ST @ Nearside SW 39th BLVD"
"1310","Williston Plaza","Northbound SW 47th AVE @ Nearside SW 34th ST"
"31","Regal  Cinema 14 @ Butler Plaza","Northbound Windmeadows BLVD @ Farside SW 35th BLVD"
"33","Spanish Trace Apartments","Eastbound Windmeadows BLVD @ Nearside SW 34th ST"
"1177","Fifield Hall","Westbound Hull RD @ Farside Mowry RD"
"1179","Pressly Softball Stadium","Westbound Hull RD @ Farside Natural Area DR"
"1180","Southwest Recreation Center","Westbound Hull RD @ Nearside Bledsoe DR"
"1155","Spanish Trace Apartments","Westbound Windmeadows BLVD @ Farside SW 34th ST"
"1156","Windmeadows Apartments","Westbound Windmeadows BLVD @ Nearside SW 35th ST"
"1307","Alarion Bank @ 34th ST","Southbound SW 34th ST @ Farside SW 42nd PL"
"1308","US Post Office @ SW 34th Street","Southbound SW 34th ST @ Nearside SW 47th AVE"
"1309","Williston Plaza","Westbound SW 48th LN @ Nearside SW 34th ST"
"1321","The Enclave Apartments","Westbound SW 35th PL @ Nearside SW 34th ST"
"1322","Rocky Point Apartments","Westbound SW 35th PL @ Nearside SW 34th ST"
"1337","Gainesville Place","Southbound Gainesville Place Apartments @ Nearsid*"
"1267","University Commons Apartments","Westbound Old Archer RD @ Farside SW 23rd TER"
"1268","Brandywine Apartments","Westbound Old Archer RD @ Farside SW 28th PL"
"1269","Archer Court Apartments","Westbound Old Archer RD @ Nearside SW 28th Pl"
"1270","Gainesville Place Apartments","Southbound Gainesville Place Ent @ Old Archer RD"
"1333","Enclave 1","Eastbound SW 32nd Terrace @ E of Main Bldg"
"1460","Enclave 3","Eastbound SW 32nd Terrace @ Traffic Circle"
"1341","Enclave 4","Eastbound Enclave Apartments @ Nearside Enclave A*"
"1539","Possum Creek Park","Northbound NW 41st Ter @ Nearside NW 53rd Ave"
"1538","Hunter's Crossing","Southbound NW 43rd St. @ Farside NW 52nd Pl"
"1534","Southbound NW 43rd St. @ NW 48th Pl","Southbound NW 43rd St. @ Nearside NW 48th Pl"
"1532","Southbound NW 43rd St. @ NW 46th Ave","Southbound NW 43rd St. @ Nearside NW 46th Ave"
"1530","Southbound NW 43rd St. @ NW 44th Ave","Southbound NW 43rd St. @ Farside NW 44th Ave"
"1528","Southbound NW 43rd St. @ NW 41st Pl","Southbound NW 43rd St. @ Farside NW 41st Pl"
"1391","Metrocorp Center","Eastbound NW 39th AVE @ Nearside NW 40th TER"
"1389","Eastbound NW 39th AVE @ NW 37th ST","Eastbound NW 39th AVE @ Farside NW 37th ST"
"1388","Sable Chase Neighborhood","Eastbound NW 39th AVE @ Farside NW 35th ST"
"1526","Southbound NW 34th St. @ NW 37th Ave","Northbound NW 34th St. @ Nearside NW 37th Ave"
"1524","Southbound NW 34th St. @ NW 33rd Ln","Southbound NW 34th St. @ Nearside NW 33rd Ln"
"1536","Southbound NW 34th St @ NW 30th Pl","Southbound NW 34th St. @ Farside NW 30th Blvd"
"1522","Southbound NW 34th St @ NW 26th Pl","Southbound NW 34th St. @ Nearside NW 34th Ter"
"1520","Southbound NW 34th St. @ NW 21st Pl","Southbound NW 34th St. @ Nearside NW 21st Pl"
"1518","Greenbriar Terrace Community","Southbound NW 34th St. @ Farside NW 19th Pl"
"1516","Southbound Westwood Middle School","Southbound NW 34th St. @ Farside NW 15th Pl"
"1514","Littlewood Elementary School","Southbound NW 34th St. @ Nearside NW 8th Ave"
"1512","Southbound NW 34th St. @ NW 7th Ave","Southbound NW 34th St. @ Nearside NW 7th Ave"
"1510","Southbound Loblolly Woods South Entrance","Southbound NW 34th St @ Nearside NW 5th Ave"
"1509","Northbound Loblolly Woods South Entrance","Northbound NW 34th Street @ Nearside NW 5th Ave"
"1511","Northbound NW 34th St. @ NW 8th Ave","Northbound NW 34th St. @ Nearside NW 8th Ave"
"1513","Westside Recreation Center","Northbound NW 34th St. @ Farside NW 8th Ave"
"1515","Northbound Westwood Middle School","Northbound NW 34th St. @ Nearside NW 15th Ave"
"1517","Northbound NW 34th St @ NW 16th Ave","Northbound NW 34th St @ Farside NW 16th Ave"
"1519","Northbound NW 34th St @ NW 21st Pl","Northbound NW 34th St. @ Nearside NW 24th Ave"
"1521","Northbound NW 34th St. @ NW 26th Ave","Northbound NW 34th St. @ Nearside NW 26th Ave"
"1535","Northbound NW 34th St. @ NW 31st Ave","Northbound NW 34th St. @ Nearside NW 31st Ave"
"1523","Northbound NW 34th St @ NW 33rd Ln","Northbound NW 34th St. @ Nearside NW 31st Blvd"
"1525","Northbound NW 34th St. @ NW 31st Blvd","Northbound NW 34th St. @ Nearside NW 31st Blvd"
"1387","Sable Chase Neighborhood","Westbound NW 39th AVE @ Nearside NW 35th ST"
"1386","Breckenridge Neighborhood","Westbound NW 39th AVE @ Farside NW 37th TER"
"1384","Metrocorp Center","Westbound NW 39th AVE @ Nearside NW 43rd ST"
"1527","Northbound NW 43rd St. @ NW 39th Ave","Northbound NW 34th St. @ Farside NW 39th Ave"
"1529","Pinewood Terrace Community","Northbound NW 43rd St. @ Nearside NW 44th Ave"
"1531","Northbound NW 43rd St. @ NW 46th Ave","Northbound NW 43rd St. @ Nearside NW 46th Ave"
"1533","Northbound NW 43rd St. @ NW 48th Pl","Northbound NW 43rd St. @ Nearside NW 48th Pl"
"1537","Walgreens on NW 43rd Street","Northbound NW 43rd St. @ Nearside NW 52nd Pl"
"1002","Santa Fe College @ NW 83rd Street","Northbound NW 83rd ST @ Nearside NW 31st AVE"
"1003","The Arc","Northbound NW 83rd ST @ Farside North RD"
"1004","Windsor Assisted Living","Northbound NW 83rd ST @ Farside NW 36th AVE"
"1005","Springhill Professional Center","Northbound NW 83rd ST @ Nearside NW 39th AVE"
"1006","Robin Lane Neighborhood","Eastbound NW 39th AVE @ Farside NW 75th ST"
"1007","Unicorn Hill Farm","Eastbound NW 39th AVE @ Nearside NW 69th ST"
"1008","Greystone Community","Eastbound NW 39th AVE @ Nearside NW 63rd ST"
"1009","Faith Presbyterian Church","Eastbound NW 39th AVE @ Farside NW 63rd ST"
"1010","Huntington Lakes Apartments","Eastbound NW 39th AVE @ Nearside NW 53rd ST"
"1011","NW Grille Seafood","Eastbound NW 39th AVE @ Nearside NW 51st ST"
"1012","Autumn Woods Neighborhood","Eastbound NW 39th AVE @ Nearside NW 48th TER"
"1013","Pine Woods Apartments","Eastbound NW 39th AVE @ Nearside NW 45th ST"
"1014","Allstate Insurance","Southbound NW 43rd ST @ Nearside NW 37th PL"
"1325","Division of Blind Services","Southbound NW 43rd ST @ Nearside NW 36th AVE"
"1015","Southbound NW 43rd Street @ NW 33rd Court","Southbound NW 43rd ST @ Nearside NW 33rd CT"
"1016","Millhopper Branch Library","Southbound NW 43rd ST @ Nearside NW 31st AVE"
"1017","Sunstate Insurance","Southbound NW 43rd ST @ Nearside NW 27th AVE"
"1018","CVS @ Millhopper","Southbound NW 43rd ST @ Nearside NW 23rd AVE"
"1019","Millhopper Plaza","Southbound NW 43rd ST @ Farside NW 23rd AVE"
"1020","Southbound NW 43rd Street @ NW 19th Avenue","Southbound NW 43rd ST @ Nearside NW 19th AVE"
"1022","Southbound NW 43rd Street @ NW 15th Place","Southbound NW 43rd ST @ Nearside NW 15th PL"
"1023","Suburban Heights Neighborhood","Southbound NW 43rd ST @ Nearside NW 13th AVE"
"1024","Landmark Woods Neighborhood","Southbound NW 43rd ST @ Farside NW 12th AVE"
"1025","Landmark Woods Neighborhood","Southbound NW 43rd ST @ Nearside NW 9th PL"
"1026","Holy Faith Catholic Church","Southbound NW 43rd ST @ Farside NW 8th AVE"
"1472","Kauffman Tires","Eastbound W University Ave @ Farside SW 36th St"
"1471","Westgate Plaza","Eastbound University Ave @ Nearside Nw 33rd Ct"
"1470","Women's Club","Eastbound University Ave @ Farside NW 28th St"
"1469","Eastbound University Avenue @ SW 23rd DR","Eastbound W University AVE @ Nearside SW 23rd Dr"
"152","Hillel at the University of Florida","Westbound W University AVE @ Farside NW 20th DR"
"153","Westbound University Avenue @ NW 22nd Street","Westbound W University AVE @ Nearside NW 22nd ST"
"154","Westbound University Avenue @ NW 23rd Drive","Westbound W University AVE @ Nearside NW 23rd DR"
"156","Women Center","Westbound W University AVE @ Nearside NW 28th ST"
"157","West Gate Shopping Center","Westbound W University AVE @ Nearside NW 32nd ST"
"158","Westgate Plaza","Westbound W University AVE @ Farside SW 34th ST"
"159","Fire Station @ W University Ave","Westbound W University AVE @ Nearside NW 36th ST"
"977","Millennium Center","Northbound NW 43rd ST @ Farside Newberry RD"
"1427","Holy Faith Catholic Church","Northbound NW 43rd ST @ Nearside NW 8th AVE"
"978","Lenox Place Apartments","Northbound NW 43rd ST @ Nearside NW 9th Pl"
"979","Landmark Woods Neighborhood","Northbound NW 43rd ST @ Nearside NW 12th AVE"
"980","NW 14th Place @ NW 43rd Street","Northbound NW 43rd ST @ Nearside NW 14th PL"
"981","Northbound NW 43rd Street @ NW 16th Place","Northbound NW 43rd ST @ Nearside NW 16th PL"
"983","Millhopper Pines Apartments","Northbound NW 43rd ST @ Farside NW 18th PL"
"984","Millhopper Plaza","Northbound NW 43rd ST @ Nearside NW 16th BLVD"
"985","Thorn Brook Shops","Northbound NW 43rd ST @ Farside NW 16th BLVD"
"986","Bank of America @ NW 43rd Street","Northbound NW 43rd ST @ Nearside NW 27th LN"
"987","Millhopper Branch Library","Northbound NW 43rd ST @ Farside NW 31st AVE"
"988","Monterey Apartments","Northbound NW 43rd ST @ Farside NW 34th AVE"
"989","Pinewood Apartments","Westbound NW 39th AVE @ Farside NW 43rd ST"
"990","Magnolia Park Neighborhood","Westbound NW 39th AVE @ Nearside NW 46th TER"
"992","Tire Plus @ NW 39th Avenue","Westbound NW 39th AVE @ Nearside NW 51st ST"
"993","Huntington Lakes Apartments","Westbound NW 39th AVE @ Farside NW 53rd ST"
"994","Faith Presbyterian Church","Westbound NW 39th AVE @ Farside NW 53rd ST"
"995","Summer Creek Neighborhood","Westbound NW 39th AVE @ Nearside NW 64th ST"
"996","Emerald Woods Neighborhood","Westbound NW 39th AVE @ Nearside NW 59th ST"
"997","Robin Lane Neighborhood","Westbound NW 39th AVE @ Nearside NW 75th ST"
"998","Springhill Professional Center","Southbound NW 83rd ST @ Farside NW 39th AVE"
"999","Northridge Neighborhood","Southbound NW 83rd ST @ Nearside NW 36th AVE"
"1000","The Arc","Southbound NW 83rd ST @ Farside North RD"
"1001","Santa Fe College @ NW 83rd Street","Southbound NW 83rd ST @ Nearside Administration RD"
"1028","Pollo Tropical @ Butler Plaza West","Westbound Archer RD @ Farside SW 37th BLVD"
"1249","Gainesville Ale House","Westbound Archer RD @ Nearside SW 40th BLVD"
"1250","Celebration Pointe at Archer Rd","Westbound Archer Rd Nearside SW 43rd St"
"1252","Gainesville Council on Aging","Westbound Archer RD @ Farside SW 47th ST"
"1033","Westbound Archer Road @ SW 50th Street","Westbound Archer RD @ Nearside SW 50th ST"
"1034","Madison Cove Apartments","Westbound Archer RD @ Nearside SW 56th TER"
"1035","Kanapaha Botanical Gardens","Westbound Archer RD @ Nearside SW 56th TER"
"1036","Westgate Mobile Manor Park","Westbound Archer RD @ Farside SW 58th DR"
"1038","A Child's Place","Westbound Archer RD @ Nearside SW 63rd BLVD"
"1039","Kanapaha Station Plaza","Westbound Archer RD @ Nearside SW 66th ST"
"1040","Town & Country Veterinarians","Westbound Archer RD @ Nearside SW 69th TER"
"1041","Bank of America @ Tower Square on Archer Road","Westbound Archer RD @ Farside SW 75th ST"
"1042","Publix @ Tower Square on SW 75th Street","Northbound SW 75th ST @ Farside Archer RD"
"1043","Asbury Park Apartments","Northbound SW 75th ST @ Nearside SW 53rd PL"
"1044","Kanapaha Middle School","Northbound SW 75th ST @ Farside SW 51st BLVD"
"1046","Tower Village Apartments","Northbound SW 75th ST @ Nearside SW 45th PL"
"1047","Vet Mem PK","Northbound SW 75th ST @ Nearside SW 42nd PL"
"1048","Kanapaha Park","Northbound SW 75th ST @ Nearside SW 36th AVE"
"1049","Tower Road Branch Library","Northbound SW 75th ST @ Farside SW 24th AVE"
"1050","Bellamy Grand","Northbound SW 75th ST @ Nearside SW 24th AVE"
"1051","Walgreens @ SW 24th Avenue","Eastbound SW 24th AVE @ Farside SW 75th ST"
"1053","Infinite Energy","Eastbound SW 24th AVE @ Farside SW 70th TER"
"1054","Tower Oaks Glenn Apartments","Eastbound SW 24th AVE @ Farside SW 19th CT"
"1055","Split Rock Conservation Area","Eastbound SW 24th AVE @ Farside SW 61st ST"
"1056","Linton Oaks Neighborhood","Northbound SW 61st ST @ Farside SW 20th AVE"
"1057","Linton Oaks Neighborhood @ SW 61st Street","Northbound SW 61st ST @ Farside SW 10th PL"
"1058","Linton Oaks","Northbound SW 61st ST @ Nearside SW 8th PL"
"1059","Linton Oaks Neighborhood @ SW 64th Terrace","Southbound SW 64th TER @ Farside SW 8th AVE"
"1061","Linton Oaks Neighborhood @ SW 63rd Terrace","Northbound SW 63rd TER @ Nearside SW 8th AVE"
"1062","Linton Oaks Neighborhood @ SW 61st Street","Southbound SW 61st ST @ Nearside SW 10th PL"
"1063","Linton Oaks Neighborhood","Southbound SW 61st ST @ Nearside SW 20th AVE"
"1064","Treebecka Park Apts","Westbound SW 20th AVE @ Farside SW 61st ST"
"1065","Tower Oaks Glenn Apartments","Westbound SW 24th AVE @ Farside SW 19th CT"
"1066","KISS 105.3 FM Station","Westbound SW 24th AVE @ Farside SW 70th TER"
"1067","Carriage House Lane","Westbound SW 24th AVE @ Nearside SW 73rd TER"
"1068","CVS Pharmacy @ SW 75th Street","Northbound SW 75th ST @ Farside SW 24th AVE"
"1069","Sunrise Apartments","Northbound SW 75th ST @ Farside SW 19th PL"
"1071","Woodlands Neighborhood","Northbound SW 75th ST @ Nearside SW 10th PL"
"1072","Sparrow Apartments","Eastbound SW 8th AVE @ Farside SW 75th ST"
"1074","Holly Heights","Northbound SW 70th TER @ Nearside SW 6th PL"
"1077","Eastbound SW 6th Place @ SW 67th Terrace","Eastbound SW 6th PL @ Nearside SW 67th TER"
"1078","Gordon Manor Neighborhood","Eastbound SW 67th TER @ Nearside SW 8th AVE"
"1079","Westbound SW 8th Avenue @ SW 70th Terrace","Westbound SW 8th AVE @ Farside SW 70th TER"
"1081","Sparrow Apartments","Westbound SW 8th AVE @ Farside SW 75th ST"
"1082","Sparrow Apartments","Northbound SW 75th ST @ Farside SW 8th AVE"
"1083","Cricket Club Apartments","Northbound SW 75th ST @ Farside SW 8th AVE"
"1084","Reflections Apartments","Northbound SW 75th ST @ Nearside SW 1st PL"
"1085","The Gardens Apartments","Northbound SW 75th ST @ Nearside W University AVE"
"1087","Pine Meadow Apartments","Eastbound W University AVE @ Farside SW 75th ST"
"1089","Harbor Cove Apartments","Eastbound W University AVE @ Nearside NW 4th BLVD"
"1091","Home Depot @ NW 4th Boulevard","Westbound NW 4th BLVD @ Nearside NW 75th ST"
"1093","Park Place Car Wash","Westbound NW 4th BLVD @ Nearside SW 75th ST"
"1094","Clarion Inn","Northbound SW 75th ST @ Nearside Newberry RD"
"1101","Tower Plaza","Southbound NW 75th ST @ Farside Newberry RD"
"1102","Advance Auto Parts","Southbound NW 75th ST @ Farside NW 4th BLVD"
"1103","Tower Hill","Southbound NW 75th ST @ Nearside W University AVE"
"1104","The Gardens Apartments","Southbound SW 75th ST @ Nearside SW 1st PL"
"1105","Cricket Club Apartments","Southbound SW 75th ST @ Nearside SW 8th AVE"
"1106","The Woodlands Neighborhood","Southbound SW 75th ST @ Farside SW 10th PL"
"1108","Sunrise Apartments","Southbound SW 75th ST @ Farside SW 19th PL"
"1109","Tower 24 Shopping Center","Southbound SW 75th ST @ Nearside SW 26th AVE"
"1110","Tower Road Library","Southbound SW 75th ST @ Farside SW 26th AVE"
"1111","Kenwood Neighborhood","Southbound SW 75th ST @ Farside SW 36th AVE"
"1112","Vet Mem PK","Southbound SW 75th ST @ Farside SW 42nd AVE"
"1113","Tower Village","Southbound SW 75th ST @ Farside SW 45th PL"
"1114","Haile Plantation Neighborhood","Southbound SW 75th ST @ Farside SW 46th BLVD"
"1115","Stillwind Neighborhood","Southbound SW 75th ST @ Farside SW 51st BLVD"
"1116","Valwood Neighborhood","Southbound SW 75th ST @ Nearside SW 53rd PL"
"1117","Tower Square @ SW 75th Street","Southbound SW 75th ST @ Farside SW 58th PL"
"1118","Arredondo Farms","Eastbound Archer RD @ Farside SW 75th ST"
"1119","CROM Equipment Rentals","Eastbound Archer RD @ Farside SW 69th TER"
"1120","Business Park Self Storage","Eastbound Archer RD @ Nearside SW  66th ST"
"1121","SunState","Eastbound Archer RD @ Nearside SW 63rd BLVD"
"1122","Westgate Manor Park","Eastbound Archer RD @ Farside SW 51st LN"
"1123","Broken Arrow Bluff Community","Eastbound Archer RD @ Nearside SW 56th TER"
"1124","Dogwood Dog Park","Eastbound Archer RD @ Nearside SW 52nd TER"
"1125","Hailey Forest Condominiums","Eastbound Archer RD @ Farside SW 50th ST"
"1126","Haystacks Housing Complex","Eastbound Archer RD @ Nearside SW 47th TER"
"1127","The Reserve at Kanapaha","Eastbound Archer RD @ Nearside SW 44th ST"
"1183","Cultural Plaza","Eastbound Hull RD @ Farside Bledsoe DR"
"1184","Weed Science Building","Northbound Museum RD @ Farside Hull RD"
"1185","Microbiology/Cell Science Building","Northbound Museum RD @ Farside Radio Rd"
"858","Lakeside Housing Complex","Northbound Museum RD @ Nearside Radio RD"
"1153","Tolbert Residence Hall","Southbound Gale Lemerand DR @ Farside Stadium RD"
"1154","Graham Hall","Southbound Gale Lemerand DR @ Nearside Museum RD"
"1186","Lakeside Residential Building","Southbound Museum RD @ Farside Radio RD"
"1187","Microbiology/Cell Science Building","Southbound Museum RD @ Nearside Radio RD"
"1191","Family Housing","Southbound Family Housing @ Farside Hull RD"
"1190","Family Housing","Southbound Family Housing @ Farside Bledsoe DR"
"1197","Webb Livestock Pavilion","Southbound Shealy DR @ Farside SW 16th AVE"
"1196","Animal Science","Southbound Shealy DR @ Farside SW 16th AVE"
"1219","Webb Livestock Pavilion","Northbound Shealy DR @ Nearside SW 16th AVE"
"1353","College Park @ NW 17th ST","Northbound NW 17th ST @ Nearside NW 3rd AVE"
"1414","Northbound NW 17th ST @ NW 5th AVE","Northbound NW 17th ST @ Farside NW 5th AVE"
"1409","Northbound NW 17th ST @ NW 7th AVE","Northbound NW 17th ST @ Nearside NW 7th AVE"
"1444","Alight Gainesville Apts","Soundbound NW 12th ST @ Nearside NW 7th AVE"
"1506","The Trophy Shop","Westbound NW 7th Ave @ Nearside NW 13th St"
"1412","College Park @ NW 5th AVE","Westbound NW 5th AVE @ Nearside NW 15th ST"
"1408","Eastbound NW 5th AVE @ NW 17th ST","Westbound NW 5th AVE @ Nearside NW 17th ST"
"1413","College Park @ NW 17th ST","Southbound NW 17th ST @ Nearside NW 3rd AVE"
"1356","Dauer Hall","Southbound Buckman DR @ Nearside Union DR"
"1241","Newell Hall across Hub","Westbound Stadium RD @ Farside Buckman DR"
"1152","Florida Gym","Westbound Stadium RD @ Nearside Gale Lemerand DR"
"474","Commuter Lot Parking Garage","Southbound Gale Lemerand DR @ Farside Museum RD"
"1141","Wilmot Gardens","Eastbound Mowry RD @ Farside Gale Lemerand DR"
"666","Health Science Center Administration","Southbound SW 16th ST @ Nearside SW 16th AVE"
"1217","Schiebler Childrens Medical Facility","Westbound SW 16th AVE @ Nearside Shealy DR"
"1144","Fraternity Row","Northbound Fraternity Row @ Farside Museum RD"
"1238","Sorority Row","Northbound SW 11th ST @ Nearside E Panhellenic DR"
"1324","Sorority Row","Northbound SW 11th ST @ Nearside SW 8th AVE"
"12","Norman Field @ SW 8th Avenue","Westbound SW 8th AVE @ Farside SW 12th ST"
"1294","Southbound SW 10th ST at SW 4th Ave (Deco 39)","Southbound SW 10th ST @ Nearside SW 4th AVE"
"1295","Stratford Court Apartments","Southbound SW 10th ST @ Nearside SW 6th AVE"
"1296","Ivy House Apartment","Southbound SW 10th ST @ Nearside SW 8th AVE"
"1209","Oxford Terrace Apartments","Southbound SW 9th ST @ Nearside SW Depot AVE"
"1248","Parkside II Apartments","Westbound Depot AVE @ Nearside SW 11th ST"
"8","Courtyard Apartments","Southbound SW 12th ST @ Farside SW 2nd AVE"
"9","Campus USA Bank","Southbound SW 12th ST @ Farside SW 4th AVE"
"10","Norman Hall","Southbound SW 12th ST @ Farside SW 6th AVE"
"1327","Eastbound SW 7th AVE @ SW 12th ST","Eastbound SW 7th AVE @ Farside SW 12th ST"
"1328","Eastbound SW 7th AVE @ SW 10th ST","Eastbound SW 7th AVE @ Nearside SW 10th ST"
"1452","Campus Walk @ SW 9th St","Southbound SW 9th ST @ Nearside SW 8th AV"
"1477","Kangaroo Station","Eastbound NW 39th Ave @ Nearside NW 92nd Ct"
"1432","Unity of Gainesville","Eastbound NW 39th Ave Farside NW 89th Blvd"
"1507","UF & Shands at Springhill","Westbound NW 39th Ave Farside NW 83rd St"
"1476","McDonalds","Westbound NW 39th Ave @ Nearside NW 92nd Ct"
"1582","Fifield PNR","Memorial Rd @ PNR Lot"
"472","Rawlings Hall","Northbound Newell DR @ Nearside McCarty DR"
"1181","UF Orthopaedics Institute","Westbound Hull RD @ Farside SW 34th ST"
"1489","Village Point 4","Westbound Hull RD @ Nearside SW 38th TER"
"1486","Village Point 3","Southbound SW 38th TER @ Farside Hull RD"
"1554","Pod @ Plaza Blvd Westbound","Westbound Plaza Blvd @ Nearside SW 62nd Blvd"
"1563","Haile Plantation I","SW 91st Terrace Farside SW 51st Rd"
"1394","Southbound NW 55th ST @ NW 14th AVE","Southbound NW 55th ST @ Farside NW 14th AVE"
"1395","Southbound NW 55th ST @ NW 9th LN","Southbound NW 55th ST @ Farside NW 9th LN"
"1398","Westbound SW 24th AVE @ SW 75th ST","Westbound SW 24th AVE @ Farside SW 75th ST"
"1402","Westbound SW 87th Dr @ SW 91st St","Westbound SW 87th DR @ Nearside SW 91st ST"
"1407","Eastbound SW 24th AVE @ SW 76th ST","Eastbound SW 24th AVE @ Farside SW 76th ST"
"1392","Northbound NW 55th St @ NW 9th Ln","Northbound NW 55th ST @ Nearside NW 9th LN"
"1393","Northbound NW 55th ST @ NW 14th AVE","Northbound NW 55th ST @ Nearside NW 14th AVE"
